187.581390,341.214844
187.685059,341.359772
187.664429,341.430634
168.649994,342.066681
189.432175,334.382751
187.947433,335.732666
188.821762,325.011566
188.327835,324.237610
189.042526,324.180450
170.507248,327.043488
189.963333,310.582214
170.782608,311.637695
190.392807,313.326416
190.324295,312.692505
192.007004,299.578430
194.576248,300.381927
195.064102,300.725067
194.981873,298.375183
192.122040,284.233582
192.454803,285.539551
190.063248,286.472992
190.739532,275.570557
191.084106,275.749207
191.041122,276.033783
191.592438,277.048035
192.007156,263.041473
191.971344,263.684753
190.190277,264.663971
189.880524,263.765472
190.461533,253.776779
190.944443,253.876190
192.506851,255.284622
195.333328,248.242966
190.672897,241.710281
190.704224,241.759003
189.773102,244.152664
188.739334,231.440765
189.137161,231.612442
189.757065,232.242935
190.331757,232.855347
188.862747,219.395172
188.685715,219.590469
187.768234,222.062943
186.538345,213.166672
186.190063,209.242554
186.606796,208.659866
187.271774,210.192200
187.771393,197.750732
185.955734,197.020752
185.517014,198.051697
185.403961,199.040955
187.043350,200.440964
186.432434,201.429428
186.218292,203.297928
188.686279,202.028015
186.319092,188.398865
186.267242,188.385056
186.275909,188.530807
186.422974,188.425766
186.271179,188.480225
185.482391,190.460709
187.060745,189.211838
186.472977,189.447449
186.752686,189.078339
186.327560,191.431458
188.424484,176.063950
188.424484,176.039459
188.373108,176.023315
188.439941,176.006744
188.310211,175.893875
188.533066,175.882584
188.398026,175.873413
188.307480,175.986389
188.549805,175.978745
188.425705,176.014725
188.427048,175.990631
188.392563,176.034439
188.399719,175.899033
186.279099,182.063492
185.521744,182.181824
185.647430,182.300003
183.614304,186.026825
182.707382,184.033081
183.050980,187.737259
187.681274,178.460831
189.691879,177.329132
186.706665,177.702667
187.359283,177.911209
186.132797,178.855011
184.686508,178.730164
184.791336,181.047241
189.994461,176.087143
189.798141,172.519257
189.265884,171.962387
189.179581,172.001297
186.206406,175.330765
185.851852,172.588760
186.127411,174.135132
185.992218,174.403366
193.327957,167.497314
192.919785,166.589218
192.831940,167.021011
189.588318,168.414337
188.898438,167.933594
189.292847,167.008102
188.485214,169.397842
197.291245,160.354950
197.048920,159.773605
197.151718,159.656326
196.768173,163.879288
194.167343,164.794876
193.591537,162.616119
191.308701,165.810150
200.889374,161.798843
201.350006,160.190277
201.071426,160.191879
200.416321,160.565399
196.387192,161.157211
197.061844,159.648560
196.593536,162.451477
203.919388,153.210236
205.649216,160.438049
204.738632,152.184341
202.946808,158.851913
199.294388,154.304703
198.609131,158.944443
196.442215,160.035172
203.150772,153.386673
204.841370,159.186752
201.733337,160.333328
200.697815,153.475204
200.717178,153.580811
198.567230,153.542374
200.435120,153.187912
203.861725,164.711105
199.366669,160.633331
201.870621,151.679825
197.201797,158.409698
197.655670,159.602570
199.352707,160.459305
202.836639,157.803528
202.748459,158.807770
200.536087,157.159790
199.679932,156.572144
198.477615,157.288559
196.257019,149.219971
203.109756,157.345535
202.720367,156.979630
202.790985,156.827026
201.198883,157.378296
205.166138,147.823410
204.171951,146.882813
204.079361,147.544968
200.433868,147.791534
